video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at,publish_day,publish_dow,publish_quarter,publish_week,publish_day_name,publish_month_name,views_normalized,likes_normalized,comments_normalized,views_per_day_normalized,views_standardized,likes_standardized,comments_standardized,views_per_day_standardized,engagement_rate,like_view_ratio,comment_view_ratio,viral_category
T_lC2O1oIew,竹内まりや -  Plastic Love (Official Music Video),竹内まりや - Mariya Takeuchi Official YouTube Channel,2021-11-11,2021,11,1625,PT5M9S,70972752,890828,16485,44219.78,0,ja,Japanese,search,10,2026-04-05 12:41:53,11,3,4,45,Thursday,Nov,0.22905035111089658,0.7072044787150686,0.8065463085278145,0.143749925637813,0.7186594963961845,2.772521892010321,2.6113492766628044,-0.42374959694550746,1.2784,1.2552,0.0232,Growing
uPAbxLB3LhQ,Maná - Labios Compartidos (Letra),Retro Night,2026-04-01,2026,4,23,PT4M32S,540381,801,7,180127.0,1,es,Spanish,MX,22,2026-04-05 12:41:53,1,2,2,14,Wednesday,Apr,0.0017268132084143194,0.0006358924365318221,0.0003424825089290083,0.5855579303054502,-0.6897982872224795,-0.8545451791146577,-0.8280055397040244,1.5009785957673325,0.1495,0.1482,0.0013,Viral
VnPFQ7nNu0U,Shiva Shiva Shankaraa Lyrical Video | Kannappa -Telugu | Vishnu Manchu | Mohan Babu | Mukesh Kumar S,T-Series Telugu,2025-02-10,2025,2,438,PT5M16S,40869299,355442,12279,97540.09,0,en,English,search,10,2026-04-05 12:41:53,10,0,1,7,Monday,Feb,0.13189014846712793,0.28217587943288874,0.6007632467341847,0.31708390869890324,0.11667148875622277,0.5906993956800772,1.7334559426636007,0.3313766126936005,0.8997,0.8697,0.03,Trending
iWOoJqfbcss,চোখে শান্তি লাগে আমার | Chokhe Shanti Lage Amar | Sathi Khan | Pagol Sujon | Bangla Folk Song 2023,Sathi Khan,2023-11-23,2023,11,883,PT4M34S,36674096,170273,3788,42446.87,0,bn,Bengali,search,10,2026-04-05 12:41:53,23,3,4,47,Thursday,Nov,0.11834994849034301,0.13517517209186383,0.18533196340329763,0.1379865391925947,0.032778724174857624,-0.16390735500629644,-0.03881992490350369,-0.4488576806819161,0.4746,0.4643,0.0103,Growing
WY7mogD-o3I,Swami (स्वामी) Official Music Video | Brahmaa | Avdhoot Gandhi | Narhar | Bhairava Films,Bhairava Films,2025-01-16,2025,1,463,PT5M9S,47659274,236913,7062,107340.71,1,en,English,search,10,2026-04-05 12:41:53,16,3,1,3,Thursday,Jan,0.15380508782462035,0.1880788824170581,0.3455159254366652,0.34894382288672743,0.25245270701630573,0.10766614739280894,0.6445425989941173,0.47017372457673173,0.5119,0.4971,0.0148,Viral
T9fyyPONAsk,Şimdi Uzaklardasın,Music Anatolian Psychedelic - Topic,2026-03-24,2026,3,31,PT5M5S,519962,1661,0,43330.17,0,tr,Turkish,TR,10,2026-04-05 12:41:53,24,1,1,13,Tuesday,Mar,0.0016609099986468847,0.001318623392109059,0.0,0.14085797612230988,-0.6902066122451272,-0.8510404790536847,-0.829466608020238,-0.43634832015917685,0.3194,0.3194,0.0,Growing
rY2P7lHolMw,"Billboard Pop Songs 2025 Playlist ✨Ed Sheeran, The Weeknd, Bruno Mars, Rihanna, Sia, Adele, Dua Lipa",Top Song 2025,2025-04-11,2025,4,378,PT3H29M29S,11006775,32840,1422,30659.54,0,en,English,search,10,2026-04-05 12:41:53,11,4,2,15,Friday,Apr,0.03550755463995455,0.026070796024600544,0.06957287538529283,0.09966821623919325,-0.4804985875755702,-0.7239788009129029,-0.5326610157837025,-0.6157907278578487,0.3113,0.2984,0.0129,Growing
HsYM-g9VOAk,All Top 50 Viral Funk/Phonk Songs of 2025 You NEED to Hear | Songs you probably Don't Know The Name,Maxeven,2025-07-10,2025,7,288,PT6M59S,8141938,62074,1543,30267.43,0,en,English,search,10,2026-04-05 12:41:53,10,3,3,28,Thursday,Jul,0.026261168736604324,0.04927888527500165,0.07549293018249426,0.09839354270301007,-0.5377876141149258,-0.6048434502356003,-0.5074054063177245,-0.6213438189419326,0.7813,0.7624,0.019,Growing
RKb9WiYcfLM,"MARIA MARIAH VOCÊ NÃO SAI DA MINHA CABEÇA (Clipe Oficial) MC Meno Dani, Silva MC, JC no Beat e DJ F7",Funk 24por48,2024-01-01,2024,1,844,PT2M10S,140946610,796133,11389,171051.71,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:53,1,0,1,1,Monday,Jan,0.45489401838209936,0.6320286556471774,0.5572190420274965,0.5560559232253248,2.117948254543019,2.3866177382035487,1.5476915424592992,1.372453661477271,0.5729,0.5648,0.0081,Viral
QdpchAJjeek,"Afro Pop instrumental ""My Love"" (Love Afrobeat Instru 2024) Prod. By Tizo Touchz (SOLD)",Tizo Touchz,2024-02-19,2024,2,795,PT2M53S,6322,129,28,8.16,0,en,English,search,10,2026-04-05 12:41:53,19,0,1,8,Monday,Feb,3.1145794321746664e-06,0.00010240964333658557,0.001369930035716033,2.652657686683548e-05,-0.7004780292896832,-0.8572837354413713,-0.8236223347553835,-1.049877859001834,2.4834,2.0405,0.4429,Normal
mwFGCLIJJ7k,KGF: Gali Gali 8K Video Song | Neha Kakkar | Mouni Roy | Tanishk Bagchi | Rashmi Virag | T-Series,T-Series,2025-10-20,2025,10,186,PT2M53S,18513464,65164,952,110859.07,1,en,English,search,10,2026-04-05 12:41:53,20,0,4,43,Monday,Oct,0.059735719575842436,0.05173195347585475,0.046577621214345125,0.3603813286447175,-0.33038501903966777,-0.5922509814118722,-0.6307613170151876,0.5200010014801454,0.3571,0.352,0.0051,Viral
yCo5JgxAT8M,top 5 most popular Arabic songs in 2025🤩 | habeebi | ya lili | Jalebi baby | #shorts​,Samir Insann,2025-09-10,2025,9,226,PT44S,6361425,251864,402,30731.52,0,en,English,search,10,2026-04-05 12:41:53,10,2,3,37,Wednesday,Sep,0.0205144856604182,0.19994808069244796,0.019668281227065904,0.09990220925425145,-0.5733930801538899,0.16859495042955902,-0.7455595418605423,-0.6147713417258134,3.9656,3.9592,0.0063,Growing
dX7Le3gO3Rg,RU NỬA VẦNG TRĂNG - GIỌNG CA DỊU DÀNG NGHE RẤT CUỐN ► Trúc Linh Bolero (Official MV 4K),Trúc Linh Bolero,2026-03-23,2026,3,32,PT5M40S,897170,3201,55,69013.08,0,vi,Vietnamese,VN,10,2026-04-05 12:41:53,23,0,1,13,Monday,Mar,0.0028783652094777046,0.0025411881265148093,0.0026909339987279224,0.2243481337545424,-0.6826634678627915,-0.844764620804966,-0.8179867855357025,-0.07262503196369662,0.3629,0.3568,0.0061,Trending
VCXgLoKE7bg,ಎಷ್ಟು ಹೇಳಿದರೂ ಕೇಳಲಿಲ್ಲ ಗೆಳತಿ ಗೆಳತಿ | Yesta Helidru Kelalila Gelati Gelati | Balu Belagundi |Janapada,Balu Belagundi Singer,2025-10-06,2025,10,200,PT5M48S,29953134,182365,3776,165486.93,1,en-IN,en-IN,search,10,2026-04-05 12:41:53,6,0,4,41,Monday,Oct,0.09665775158917461,0.14477468687656145,0.1847448505308479,0.5379659030761791,-0.10162241990000624,-0.11462964205596658,-0.041324613445584156,1.2936448318047595,0.6214,0.6088,0.0126,Viral
f9IKIbcgbFg,#shorts Antra Singh Priyanka 5 बेर चुम्मा#tiktok #viral #antra_singh_priyanka_bhojpuri_hot_video,P.K.Y music,2022-09-03,2022,9,1329,PT11S,15069238,507781,935,11503.24,0,en,English,search,10,2026-04-05 12:41:54,3,5,3,35,Saturday,Sep,0.048619330498784176,0.4031137294813547,0.04574587797837468,0.03739480148010497,-0.3992602655969898,1.211516259155127,-0.6343096257831349,-0.8870836781372009,3.3759,3.3697,0.0062,Growing
xGS8Sjp0o2w,"Óscar Maydon, Gabito Ballesteros & Chino Pacas - Elvira (LYRICS)",Pop Culture,2026-04-01,2026,4,23,PT3M17S,161437,364,0,53812.33,0,es,Spanish,MX,10,2026-04-05 12:41:54,1,2,2,14,Wednesday,Apr,0.0005037549821490381,0.00028896984631408644,0.0,0.17493344462359275,-0.6973761469307035,-0.8563260557735473,-0.829466608020238,-0.28789918793112573,0.2255,0.2255,0.0,Trending
SMxsYk1hzgU,El Watar El Hassas,Sherine - Topic,2019-09-17,2019,9,2411,PT4M22S,54026336,383758,3002,22595.71,0,en,English,search,10,2026-04-05 12:41:54,17,1,3,38,Tuesday,Sep,0.17435505709776117,0.3046551930818714,0.1468760702578404,0.07345426938427978,0.37977680395296315,0.7060936828039228,-0.20287702440977431,-0.729991290140291,0.7159,0.7103,0.0056,Growing
ueHIH4IWeo8,Shaky Shaky | Anukriti x Krish x Kishore x Rhythm x Ansha x Richa x KD Viral Song,KD Viral Song,2025-09-09,2025,9,227,PT55S,41433675,530570,8608,199200.36,1,en,English,search,10,2026-04-05 12:41:54,9,1,3,37,Tuesday,Sep,0.13371169653097562,0.42120530593094735,0.4211556338372719,0.6475617232158454,0.1279574891960996,1.3043867355382783,0.9672299728321508,1.7710969435766788,1.3013,1.2805,0.0208,Viral
0jseNNjcf8I,백만송이는 아니지만 Hold My Love,Wonpil (DAY6) - Topic,2026-03-30,2026,3,25,PT3M17S,307856,3047,0,51309.33,0,ko,Korean,KR,10,2026-04-05 12:41:54,30,0,1,14,Monday,Mar,0.0009763286669983464,0.0024189316530742345,0.0,0.16679667723417005,-0.6944481611580868,-0.8453922066298378,-0.829466608020238,-0.3233468607358541,0.9897,0.9897,0.0,Trending
jW9nmHL6iJg,New Tiktok Mashup 2026 Philippines Party Music Viral Dance Trends March 30th,Kuya Magik,2026-03-29,2026,3,26,PT6M35S,686857,2051,51,114476.17,1,en,English,PH,10,2026-04-05 12:41:54,29,6,1,13,Sunday,Mar,0.00219957086324045,0.0016282339417312947,0.002495229707911346,0.3721398189860203,-0.686869161603333,-0.8494511383283598,-0.818821681716396,0.5712266416327553,0.306,0.2986,0.0074,Viral
xYttj7o2Mn4,Habibi Drip,Dabzee - Topic,2024-07-20,2024,7,643,PT3M22S,16224125,115438,0,26000.2,0,en,English,search,10,2026-04-05 12:41:54,20,5,3,29,Saturday,Jul,0.05234677847462449,0.09164313494177337,0.0,0.08452160586434997,-0.376165635084693,-0.38737273621960594,-0.829466608020238,-0.6817766486752611,0.7115,0.7115,0.0,Growing
WPrLk7Teucg,Timi Bhanda Ma Pahila Maraula ||NEPALI SUPERHIT SONGS MASHUP COVER || DILIP TAMANG X DIPAK TAMANG,THE GHISING [OFFICIAL],2021-05-24,2021,5,1796,PT11M22S,20443400,196848,5772,11504.45,0,en,English,search,10,2026-04-05 12:41:54,24,0,2,21,Monday,May,0.06596467187741077,0.15627235249240462,0.2824012916483194,0.037398734955351155,-0.29179149531623855,-0.05560804788960638,0.37528858072046695,-0.8870665420268958,0.9911,0.9629,0.0282,Growing
rNpaYXAO2K4,#Namrita Malla🌡️थर्मामीटर Tharmamiter | Latest Bhojpuri Song 2025 | Shilpi Raj | T-Series,T-Series Hamaar Bhojpuri,2025-05-15,2025,5,344,PT3M20S,66522826,495686,19280,204685.62,1,en,English,search,10,2026-04-05 12:41:54,15,3,2,20,Thursday,May,0.2146880215831253,0.3935118330770446,0.9432946817358971,0.665393239272779,0.6296729576464516,1.1622263205069099,3.19473298292238,1.8487796050744276,0.7741,0.7451,0.029,Viral
qznaQ8dJC2s,CHAND MAMA - চাঁদ মামা | BORBAAD | SHAKIB KHAN | PRITOM HASAN | NUSRAT JAHAN | DOLA RAHMAN,Pritom Hasan,2025-03-28,2025,3,392,PT3M4S,88850371,312152,13921,238845.08,1,en,English,search,10,2026-04-05 12:41:54,28,4,1,13,Friday,Mar,0.2867511432701246,0.24780910842482062,0.6810998581143892,0.7764390164075329,1.0761637416120515,0.4142825751690138,2.076180824838278,2.3325484269946064,0.367,0.3513,0.0157,Viral
hnMGsGGmYKE,Ta Ki Seni Görene Kadar,Anatolian Land - Topic,2026-03-29,2026,3,26,PT3M27S,366398,3385,23,52342.57,0,tr,Turkish,TR,10,2026-04-05 12:41:54,29,6,1,13,Sunday,Mar,0.001165275515825672,0.0026872607960801717,0.001125299672195313,0.1701555400138133,-0.6932774787801131,-0.8440147780012229,-0.8246659549812504,-0.3087140387427429,0.9301,0.9239,0.0063,Trending
uOmDEK9i1nI,Sakhiyeee Video Song | Thrissur Pooram Movie | Jayasurya | Ratheesh Vega | Haricharan| December 20th,Friday Music Company,2019-12-04,2019,12,2333,PT5M24S,36949923,379108,8826,15967.99,0,en,English,search,10,2026-04-05 12:41:54,4,2,4,49,Wednesday,Dec,0.11924019211836212,0.3009636826825293,0.4318215176867753,0.05190883751762993,0.03829452152153767,0.6871438510788952,1.012731814679946,-0.823853555422494,1.0499,1.026,0.0239,Growing
Uz6aKn9WSmI,"ELA VEM, BROTA NO MEU SETOR - MC RODRIGO DO CN ( DJ ZIGAO E FP DO TREM BALA )",FP do Trem Bala,2024-07-10,2024,7,653,PT2M48S,40752510,229795,2947,64379.95,0,pt-PT,pt-PT,search,10,2026-04-05 12:41:54,10,2,3,28,Wednesday,Jul,0.13151320689479193,0.18242809294985024,0.1441851362591125,0.20928672700465986,0.11433602320599956,0.07865864153931507,-0.21435684689430978,-0.1382397648049956,0.5711,0.5639,0.0072,Trending
1gRZjdf02bo,Tanpo Hubungan - La Tasya Feat. Rei Vania (HIPHOP DANGDUT VERSION),La Tasya,2026-03-30,2026,3,25,PT4M57S,198401,3065,260,33066.83,0,jv,jv,ID,10,2026-04-05 12:41:54,30,0,1,14,Monday,Mar,0.0006230578983468665,0.002433221370749107,0.01272077890307745,0.1074938489874487,-0.6966369664548159,-0.8453188524425151,-0.7751983562751612,-0.5816985072161808,1.6759,1.5449,0.131,Growing
IqyA38QxKjg,Inta Eyh,Nancy Ajram - Topic,2015-09-11,2015,9,3878,PT5M5S,15278441,117303,686,3960.2,0,en,English,search,10,2026-04-05 12:41:54,11,4,3,37,Friday,Sep,0.04929454227178857,0.09312370846753099,0.033563285875042814,0.01287384187598552,-0.3950767688678171,-0.37977242736644967,-0.6862819130313046,-0.9939087735718707,0.7723,0.7678,0.0045,Normal
0IQQsew51YY,"ARIA VEGA, Ryan Castro - CHÉVERE || Vídeo con letra",Hot Gravity,2026-03-24,2026,3,31,PT3M41S,1116168,3677,33,101469.82,1,es,Spanish,CO,10,2026-04-05 12:41:54,24,1,1,13,Tuesday,Mar,0.003585190770604531,0.0029190717716947685,0.0016145603992367534,0.32985869851641664,-0.6782840975062702,-0.8428248100735437,-0.8225787145295167,0.3870297422385169,0.3324,0.3294,0.003,Viral
YtLrIab1Y4k,"""Whistle Podu"" with Thalapathy's Movie Titles 🎤💥 GOAT Movie Fever! 🤫",Sanathan Shree Krishnan,2024-09-04,2024,9,597,PT46S,5028396,212264,1795,8699.65,0,en,English,search,10,2026-04-05 12:41:54,4,2,3,36,Wednesday,Sep,0.016212076638768082,0.16851070180772867,0.08782230050393855,0.02828087431857417,-0.6000500710258769,0.007215738319646446,-0.4548069469340347,-0.9267883289556621,4.257,4.2213,0.0357,Normal
oxrSJ_vGQHI,PREM KARI KARI | ପ୍ରେମ କରି କରି | NEW KORAPUTIA CHRISTIAN SONG | BY JEMMY BAGH 2024,Ruth Rani Bagh Official,2024-09-03,2024,9,598,PT6M57S,3920754,33454,1406,6771.6,0,en,English,search,10,2026-04-05 12:41:54,3,1,3,36,Tuesday,Sep,0.012637113953366206,0.026558234171954524,0.06879005822202652,0.022013157832287147,-0.6221999287434731,-0.7214766080786734,-0.5360006005064765,-0.9540935169505308,0.8891,0.8533,0.0359,Normal
iNc1zC_p9RY,How Latino Are You?! Can you get 200% on these Latin songs 📈,DJ Precise,2022-03-24,2022,3,1492,PT51S,4565878,219039,3460,3099.71,0,en,English,search,10,2026-04-05 12:41:54,24,3,1,12,Thursday,Mar,0.01471927969595921,0.17388919276590983,0.16928421155633838,0.010076555830869926,-0.6092991857144019,0.034825439381380226,-0.1072814117203698,-1.0060950971722464,4.8731,4.7973,0.0758,Normal
X2G8YEYKI38,"Adhi Dha Surprisu Video | Robinhood | Nithiin, Sreeleela, Ketika Sharma, Venky Kudumula, GV Prakash",Sony Music South,2025-04-07,2025,4,382,PT4M4S,43857456,176483,2495,121153.19,1,en-GB,en-GB,search,10,2026-04-05 12:41:54,7,0,2,15,Monday,Apr,0.14153455502910592,0.14010512468969483,0.12207055139683938,0.39384551558790726,0.17642658326134167,-0.13860016037996925,-0.30870011531267405,0.6657870971943325,0.4081,0.4024,0.0057,Viral
cPjvIF3yLEY,Lynda - Fini d'espérer  (Clip officiel),LYNDA,2022-12-02,2022,12,1239,PT3M29S,85391120,475213,12877,70050.14,0,fr,French,search,10,2026-04-05 12:41:54,2,4,4,48,Friday,Dec,0.2755862603526845,0.3772588669682856,0.6300210382112629,0.22771941461306205,1.0069880355089496,1.078794082892611,1.8582729216772773,-0.057938110845489846,0.5716,0.5565,0.0151,Trending
LGOHa7QdPNY,I AM,Omah Lay - Topic,2026-04-02,2026,4,22,PT3M13S,106980,3418,312,53490.0,0,en,English,NG,10,2026-04-05 12:41:54,2,3,2,14,Thursday,Apr,0.000327992648327343,0.002713458611817438,0.015264934683692942,0.17388561232929284,-0.6984651403073786,-0.8438802953244646,-0.7643447059261458,-0.29246404944736554,3.4866,3.195,0.2916,Trending
